UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A084,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.25,0.5,1,0,1,0.5,0.5,0.5,0.25,1,0,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0.5,0.5,0,1,0,0.5,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0.6,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.6,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,1,0.6,0.6,0.4,0.4,0.4,0.2,0.6,0.6,0.4,0.2,0.4,0.2,0.6,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.6,0.2,0.4,0.4,0.4,0.8,1,1,1,0.6,0.8,0.6,0.8,0.8,0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,27.25,46,693,624,134,474,240,0.52,7,0.25,0,-1,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,Unsure,"nan, ",0,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A084,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,0.25,1,0,0,0.5,0,0,1,1,0,1,0.5,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0.5,0,0.25,0.25,1,1,0,1,0.5,0,0,1,0.5,0.5,0,0.5,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0.5,0,0.5,0.25,0.5,1,0,1,0.5,0,0,1,1,1,0,0.6,0.6,1,1,1,0.2,0.2,1,0.2,1,0.8,0.2,0.2,0.8,0.4,0.4,1,1,1,1,0.8,0.2,0.2,0.2,1,1,0.2,1,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.6,0.4,0.6,0.6,0.4,0.2,0.6,0.4,0.6,0.6,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.8,0.8,1,0.6,0.8,0.6,0.2,1,0.8,0.6,0.8,0.2,0.2,0.4,0.6,0.6,0.4,0.2,0.2,0.4,0.4,0.6,0.2,0.2,0.2,91.97,48,450,761,47,389,157,0.22,7,0.25,0,-0.5,1,1 cup of coffee,0,"nan, ",No,"nan, ",-1,-0.5,No,"nan, ",0.25,The location of furniture/fixtures/objects,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A084,4,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0.5,1,0.5,1,1,0,1,0.5,1,1,1,1,0.5,1,1,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,0,1,1,1,0.5,0,0.25,0,0.5,0.5,1,1,0,0.5,1,1,0,0.5,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,1,0.5,1,1,0,1,0.5,1,0,0,0.6,0.6,0.2,0.2,0.8,0.4,0.4,0.2,0.2,0.6,0.6,0.2,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.4,0.4,0.4,0.8,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.8,0.2,0.6,0.6,0.6,0.4,0.6,0.2,0.6,0.6,0.6,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.6,0.4,0.4,0.2,0.4,0.2,0.2,0.6,0.6,0.8,0.8,0.2,0.6,1,0.8,0.4,0.8,0.2,0.6,1,0.8,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.8,0.2,0.2,0.6,0.8,0.4,0.6,162.51,29,330,584,74,257,152,0.18,5,0.23,-1,-1,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,No,"nan, ",0.5,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,"Yes, visual imagery","nan, ","nan, "
A085,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,0.5,0.5,1,0.5,0,0.5,0.5,0,1,0.5,0,0.5,0,0.5,0.5,0.5,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0.5,0,0.5,0,0.5,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,0.25,1,0,1,0,0.5,1,0,0,1,0,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.4,0.4,0.4,0.4,1,1,1,1,1,1,1,1,1,0.6,1,0.2,1,1,0.6,1,1,0.2,1,0.2,0.2,0.4,0.4,0.2,0.4,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,0.2,0.4,0.4,0.4,0.4,1,53,367,661,104,412,133,0.48,8,0.29,1,0,1,"nan, ",1,"nan, ",Yes,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A085,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.5,0,1,0.5,1,0,0.5,0.5,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0,0,1,1,1,0,0.5,0.5,0.5,1,0,0.5,1,1,1,1,1,1,0.4,1,1,1,1,1,0.4,1,1,1,1,1,1,1,0.6,0.6,0.2,0.2,1,0.4,1,1,0.4,1,1,1,0.2,1,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.6,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.6,1,0.4,0.2,0.2,0.4,0.6,0.6,0.2,1,1,0.6,0.6,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,0.4,0.2,1,1,1,0.4,0.2,0.2,0.2,1,0.2,0.2,24.51,87,629,473,102,338,131,0.53,7,0.27,0.5,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,0,Yes,I knew the sequence of questions coming - not many of the answers though!!,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A085,3,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0.5,0.5,1,0,0,0.5,1,0,0.5,1,1,0.5,0,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,1,1,0.5,0,0.5,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.6,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.4,1,0.2,1,1,0.2,1,0.2,1,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,0.2,1,0.2,0.2,0.2,1,0.2,1,1,0.2,1,1,0.2,0.2,1,1,0.2,0.2,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,71.4,53,483,629,58,367,222,0.46,7,0.29,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",0,0,Unsure,"nan, ",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A085,4,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0.5,1,0,1,0,0,1,0.5,0,0,0,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0,0.5,0.5,0,0.5,1,1,0,1,0,1,0,1,0,1,1,0,0,0.5,1,0,0.5,0.25,1,0.5,0.5,0.5,1,0.5,1,0,0.5,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0.5,0,1,0.5,1,1,0.5,0.25,0,0.5,1,0.5,1,0.5,1,1,1,0.2,1,1,0.6,0.2,0.2,0.2,1,1,0.2,0.2,1,0.2,1,1,1,1,0.2,0.6,0.2,1,0.2,1,1,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.4,1,0.6,0.4,1,1,1,1,1,1,0.4,1,0.2,1,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,1,0.2,1,1,1,1,1,0.4,1,0.4,1,0.6,0.8,0.2,1,0.2,1,0.6,0.6,0.2,0.2,0.2,0.6,0.2,0.4,0.4,1,0.2,0.2,0.2,170.65,85,403,430,65,276,185,0.61,7,0.27,-0.5,0,0,"nan, ",1,2.5 glasses,No,"nan, ",-0.5,-0.5,No,"nan, ",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A086,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,0.5,0,0,0.5,0.5,1,0,1,0,0.5,1,1,0.5,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,0,1,0.5,0,1,0,0.5,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.5,1,1,0,0,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.2,1,0.2,0.2,0.2,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.2,0.2,0.2,0.6,0.2,1,0.2,1,0.2,0.6,0.2,1,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.6,0.6,1,0.6,0.6,1,0.4,0.4,1,0.6,0.4,0.8,1,0.6,1,0.8,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.4,0.6,1,0.6,0.6,1,0.6,0.2,0.6,1,62,293,467,58,217,102,0.32,8,0.29,0,0,1,1 coffee @10 am,0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A086,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0.5,0.5,0.5,0.5,0,1,0,1,0.5,0,1,1,0.5,0.5,0,1,0.5,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0,0,0,0,1,0,0,1,0.5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,0,0,0,0.5,1,1,0,1,1,1,1,1,0.8,0.6,1,0.6,0.2,1,0.8,1,1,0.6,0.6,1,1,1,1,0.8,0.8,1,0.8,1,0.8,0.8,1,1,1,0.4,0.4,1,0.4,0.4,0.4,0.2,0.4,1,0.4,0.4,0.4,0.2,0.8,0.6,0.6,0.6,0.6,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.4,1,0.6,0.4,0.4,0.6,0.6,0.6,0.4,1,0.2,0.6,0.8,0.6,0.4,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,0.8,0.6,0.8,0.6,0.6,0.8,0.6,0.4,0.8,0.4,23.47,42,319,334,42,265,124,0.3,7,0.29,0,-0.5,1,1 cup coffee at 9am,0,"nan, ",No,"nan, ",-0.5,0,No,"nan, ",0.25,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A086,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0.5,1,0,1,0,0,0.5,1,1,0,0,0.5,0.5,0.5,0,0.5,0.5,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0.5,0,0.5,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0.25,0,0,1,0,0,1,0,0.25,0,0.5,0,0,0,0,1,0.6,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.2,0.2,0.6,0.2,0.2,0.6,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.2,0.8,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.6,0.4,0.4,0.4,0.4,1,1,1,1,1,1,0.6,0.2,1,0.6,0.6,0.8,0.2,0.8,0.6,1,0.6,0.4,0.2,0.4,0.4,0.8,0.4,0.4,0.2,0.6,0.4,0.8,0.8,0.6,0.8,1,0.6,1,1,1,1,1,1,0.6,0.8,0.6,0.6,0.6,1,0.6,0.6,1,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,145.29,28,381,208,48,219,97,0.37,8,0.29,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,No,"nan, ",0.25,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A086,4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.5,1,0.5,0.25,0,0,0,0,1,1,0.5,0.5,0.5,0,0.5,0,0,0.5,0.25,0,0,1,0,0,0,1,1,0.5,0.5,0,0.5,0.5,1,1,1,1,1,1,1,1,1,0,0.5,0,0.25,0,0,0,1,0,0,1,0,0.5,0,1,0,1,0,0,0,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,0,0.5,0,0,0,0.5,0,0,1,0,0.5,0,0.5,0,0.8,1,0.2,0.6,0.2,0.4,0.4,0.8,0.8,0.2,0.2,0.2,0.2,1,0.6,0.4,0.8,0.8,0.6,0.2,0.4,0.4,0.4,0.4,0.2,0.6,0.8,0.2,0.2,0.2,0.2,0.8,0.4,0.2,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.2,1,1,1,1,1,1,0.8,0.6,1,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.8,0.4,0.6,0.6,1,1,1,1,1,1,0.6,1,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,169.55,21,270,187,37,250,91,0.34,8,0.33,0,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,No,"nan, ",0.25,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A087,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.25,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0,0.5,0,1,1,0,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,0.5,1,0.25,1,1,0,1,0.5,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,0.5,1,1,1,1,0,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1,1,0.6,0.2,1,1,0.6,1,0.6,0.2,0.4,1,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,0.4,1,1,1,0.4,1,0.4,1,1,0.4,0.6,0.4,0.4,0.4,0.8,0.6,1,0.4,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,0.2,1,1,1,0.4,0.4,0.6,1,0.4,0.2,0.2,0.2,0.2,0.2,1,68,285,908,94,295,140,0.31,5,0.31,0,-1,1,"coffee at 10 am, tea at 7:30, 8 and 1;15",1,"nan, ",Yes,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ",The items you picked up,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,Unsure,"nan, ","It was tough! I hate to think how I'll go with the other rooms in a few days. It made me realise that I am okay with objects, but paid no attention to the time frame or order in which I did things."
A087,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0.25,1,1,1,0,0.5,1,0,1,1,1,0,0.5,0,1,0.5,0,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0,0,0.5,0,0.5,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0,0,0.5,0,0,0,1,1,1,1,0.6,1,1,0.6,1,1,1,0.2,1,0.4,0.2,0.8,1,1,1,1,0.4,1,0.6,0.6,1,1,0.6,1,1,0.2,0.2,0.6,1,1,1,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,1,0.4,0.4,0.4,1,1,1,1,1,1,1,1,0.4,1,1,1,0.4,0.4,0.4,1,1,1,0.2,0.2,0.2,0.6,0.4,0.2,0.4,0.4,0.6,1,1,1,1,0.6,1,1,1,1,0.8,1,1,1,0.4,1,1,1,0.8,0.4,0.4,1,1,1,0.4,0.4,0.2,0.6,0.4,0.4,0.4,0.4,31.07,91,342,450,104,454,162,0.69,6,0.23,0,-0.5,1,"nan, ",1,"1 glass of wine at 5:30, now 10pm",Yes,"nan, ",0,0.5,Unsure,maybe because I knew where it was going,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"Yes, visual imagery","nan, ","It seemed easier than the kitchen, but I couldn't believe how wrong I had got the window nor the fact that I completely forgot the electric screwdriver."
A087,3,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0.25,1,1,1,0,0,1,1,0.25,1,0.5,1,0,1,0,0.5,0,1,0.5,0.5,0,1,1,0,0.5,0.5,1,0,0,0,1,1,1,1,1,1,1,1,0.25,0.5,0.5,1,0,1,0,0.5,0,1,0.5,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.25,1,0,1,0,1,0,1,0,1,1,0.5,0,0.5,0,0,0,1,1,1,1,1,1,0.2,1,0.2,1,1,1,0.2,1,0.4,0.6,1,1,1,1,0.4,1,0.2,0.4,1,1,1,1,0.4,0.2,0.2,0.2,1,0.4,0.6,0.2,1,0.4,0.2,0.4,0.4,0.2,0.2,0.6,0.4,0.4,0.4,1,1,1,1,0.2,1,1,1,1,0.2,0.2,0.4,1,0.4,1,0.6,0.2,0.4,0.8,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1,0.4,0.4,1,0.4,1,1,1,1,1,1,1,1,1,0.4,1,0.2,1,0.4,1,0.4,0.4,0.2,0.2,0.4,0.6,0.2,0.2,0.2,0.2,0.2,72.8,59,344,328,53,294,369,0.4,6,0.25,0,-0.5,1,1 coffee about 10am,1,"nan, ",Yes,"nan, ",-0.5,0,No,"nan, ",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"Yes, visual imagery, No, I did not apply any mnemonic techniques","nan, ","nan, "
